Tanggal,Lokasi,Jenis_Sampah,Volume_Sampah_kg
17/07/2025,Lokasi_15,Anorganik,924.01
25/11/2020,Lokasi_10,Anorganik,813.63
01/03/2023,Lokasi_17,Anorganik,1339.32
05/03/2025,Lokasi_19,Organik,1277.62
16/01/2021,Lokasi_12,Organik,1036.04
25/12/2025,Lokasi_9,Anorganik,617.88
22/04/2022,Lokasi_15,Organik,1151.76
30/01/2021,Lokasi_14,Organik,565.67
25/03/2021,Lokasi_1,B3,600.37
16/09/2023,Lokasi_17,Organik,831.14
09/06/2025,Lokasi_1,B3,871.18
01/08/2023,Lokasi_13,Anorganik,961.97
21/07/2023,Lokasi_8,B3,839.14
29/08/2025,Lokasi_13,Anorganik,533.79
17/07/2023,Lokasi_16,Organik,657.42
23/01/2025,Lokasi_2,Anorganik,615.11
04/07/2020,Lokasi_13,Organik,931.18
18/05/2023,Lokasi_18,B3,712.13
08/12/2023,Lokasi_3,Organik,793.55
09/09/2020,Lokasi_13,Organik,971.57
19/01/2020,Lokasi_19,Organik,735.56
05/03/2023,Lokasi_13,Anorganik,745.93
10/08/2020,Lokasi_19,Organik,1333.14
03/01/2020,Lokasi_4,Anorganik,1048.09
13/06/2023,Lokasi_19,Organik,1356.76
03/05/2022,Lokasi_18,Organik,1014.53
28/01/2024,Lokasi_6,B3,1409.26
15/08/2020,Lokasi_19,Organik,754.74
04/08/2024,Lokasi_4,Organik,1116.67
13/05/2021,Lokasi_4,Organik,1003.23
28/02/2025,Lokasi_7,Organik,1418.69
08/07/2025,Lokasi_7,Anorganik,918.48
08/03/2023,Lokasi_16,Organik,1354.82
23/07/2023,Lokasi_16,Anorganik,1063.9
12/12/2022,Lokasi_5,Organik,1208.54
15/12/2021,Lokasi_15,Organik,1386.89
05/08/2022,Lokasi_4,B3,1496.91
19/05/2022,Lokasi_13,Organik,1231.14
06/12/2022,Lokasi_19,Anorganik,814.52
03/04/2020,Lokasi_7,Anorganik,799.01
13/07/2021,Lokasi_12,Anorganik,809.1
10/11/2024,Lokasi_9,B3,597.91
11/03/2021,Lokasi_17,Anorganik,553.6
01/05/2022,Lokasi_2,B3,1080.84
23/07/2020,Lokasi_16,B3,1310.59
04/01/2023,Lokasi_7,Organik,536.13
17/03/2020,Lokasi_18,Anorganik,1066.63
26/03/2022,Lokasi_7,Anorganik,871.76
06/02/2022,Lokasi_1,Organik,1392.49
15/04/2020,Lokasi_3,Organik,645.39
05/11/2025,Lokasi_11,B3,1063.43
12/10/2024,Lokasi_15,Anorganik,1470.92
05/01/2024,Lokasi_3,Organik,845.03
01/09/2020,Lokasi_13,Organik,1241.78
06/11/2023,Lokasi_4,Anorganik,1382.45
08/09/2022,Lokasi_8,Organik,686.21
02/10/2024,Lokasi_4,Organik,1492.53
21/05/2020,Lokasi_18,Anorganik,1309.39
11/06/2022,Lokasi_7,Anorganik,637.56
23/10/2023,Lokasi_11,Organik,810.88
28/06/2021,Lokasi_4,Organik,1124.97
09/01/2024,Lokasi_13,Anorganik,1384.92
01/02/2022,Lokasi_9,Anorganik,694.84
15/09/2021,Lokasi_9,B3,1231.21
17/10/2021,Lokasi_19,Organik,770.65
01/06/2023,Lokasi_3,Organik,1305.42
12/02/2020,Lokasi_12,Anorganik,1183.44
23/10/2022,Lokasi_11,Anorganik,1022.91
18/07/2024,Lokasi_20,Organik,1149.87
15/07/2023,Lokasi_11,Anorganik,1376.45
18/08/2021,Lokasi_17,Organik,886.43
09/10/2022,Lokasi_14,Anorganik,1269.25
11/10/2025,Lokasi_16,Anorganik,658.91
15/08/2022,Lokasi_10,Organik,1201.19
14/07/2021,Lokasi_4,Organik,1250.66
23/08/2023,Lokasi_10,B3,943
05/08/2023,Lokasi_20,B3,1293.62
26/12/2024,Lokasi_12,Organik,1057.1
30/03/2024,Lokasi_9,Organik,1436.27
29/04/2022,Lokasi_15,Anorganik,612.47
02/07/2023,Lokasi_9,Organik,630.82
13/03/2024,Lokasi_7,Anorganik,1342.43
19/12/2024,Lokasi_12,Organik,1342.36
07/10/2024,Lokasi_20,Organik,971.22
28/08/2021,Lokasi_14,Organik,1463.96
26/01/2024,Lokasi_16,Organik,1179.39
18/07/2023,Lokasi_19,Anorganik,1482.85
15/01/2022,Lokasi_3,Organik,1032.4
11/07/2021,Lokasi_11,Organik,701.61
12/10/2025,Lokasi_20,Organik,944.39
30/07/2022,Lokasi_19,Organik,1480.49
23/06/2023,Lokasi_8,Anorganik,870.41
28/07/2022,Lokasi_20,B3,1457.02
29/05/2024,Lokasi_8,Organik,1297.02
21/09/2024,Lokasi_3,Organik,942.11
11/09/2022,Lokasi_10,Organik,1041.87
06/05/2024,Lokasi_13,Anorganik,1107.44
29/08/2023,Lokasi_9,B3,1165.77
17/02/2025,Lokasi_6,B3,576.7
23/10/2021,Lokasi_15,Organik,1433.59
02/02/2020,Lokasi_16,Organik,1097
21/12/2024,Lokasi_5,B3,1431.15
21/10/2025,Lokasi_13,Anorganik,1131.9
04/03/2025,Lokasi_19,B3,931.02
02/03/2023,Lokasi_2,Organik,1066.93
01/03/2020,Lokasi_6,Organik,1329.5
23/03/2024,Lokasi_1,Organik,826.13
28/09/2020,Lokasi_15,Organik,1456.46
14/04/2023,Lokasi_15,Organik,965.96
11/12/2024,Lokasi_14,Organik,1456.24
28/02/2023,Lokasi_7,Organik,1380.76
30/01/2023,Lokasi_5,Organik,1267.66
05/11/2020,Lokasi_20,Organik,967.44
08/08/2023,Lokasi_16,Organik,1086.95
11/10/2024,Lokasi_17,Anorganik,1338.03
03/12/2020,Lokasi_11,Anorganik,1044.06
10/01/2020,Lokasi_15,Anorganik,1238.19
18/02/2020,Lokasi_20,Organik,1290.66
19/02/2024,Lokasi_16,Organik,1013.1
06/09/2023,Lokasi_3,Organik,1036.25
31/12/2021,Lokasi_6,Anorganik,697.83
05/03/2022,Lokasi_13,Anorganik,744.74
06/07/2024,Lokasi_1,Organik,1404.94
12/05/2020,Lokasi_14,Organik,1340.33
31/10/2025,Lokasi_2,Organik,510.12
05/10/2025,Lokasi_2,Anorganik,1369.39
10/01/2021,Lokasi_15,Organik,525.23
27/09/2020,Lokasi_18,Organik,958.28
15/02/2024,Lokasi_9,Organik,567.43
28/11/2025,Lokasi_3,Anorganik,1468.82
16/03/2020,Lokasi_4,Anorganik,1472.32
10/05/2025,Lokasi_15,B3,1110.87
24/07/2024,Lokasi_5,Organik,892.2
24/11/2020,Lokasi_20,Anorganik,1011.99
09/12/2025,Lokasi_20,B3,1262.3
10/02/2020,Lokasi_5,Anorganik,723.19
05/04/2023,Lokasi_10,Organik,941.72
18/08/2025,Lokasi_16,Anorganik,1237.27
13/01/2020,Lokasi_12,Anorganik,895.39
12/07/2022,Lokasi_14,Organik,532
16/01/2025,Lokasi_11,Anorganik,1007.39
17/05/2023,Lokasi_19,Anorganik,1237.41
29/04/2023,Lokasi_6,B3,1476.82
14/10/2021,Lokasi_10,Anorganik,537.05
30/08/2024,Lokasi_20,Organik,1039.92
12/09/2021,Lokasi_3,Anorganik,949.94
16/05/2025,Lokasi_15,B3,742.45
03/07/2024,Lokasi_11,B3,1137.76
20/02/2021,Lokasi_2,Anorganik,663.62
25/10/2021,Lokasi_6,Organik,783.86
13/11/2024,Lokasi_17,Organik,1281.76
11/10/2023,Lokasi_18,Anorganik,960.41
27/05/2020,Lokasi_4,Organik,1493.67
07/08/2025,Lokasi_9,B3,886.46
20/10/2023,Lokasi_10,Anorganik,963.26
21/09/2024,Lokasi_2,Organik,800.26
05/02/2021,Lokasi_11,Anorganik,736.29
24/02/2024,Lokasi_11,Organik,1422.28
24/07/2025,Lokasi_11,Anorganik,1248.83
16/08/2020,Lokasi_1,Organik,833.4
17/05/2024,Lokasi_14,Anorganik,1200.16
24/09/2020,Lokasi_1,Anorganik,1465.78
29/11/2023,Lokasi_9,Organik,574.05
21/12/2024,Lokasi_1,Anorganik,764.5
31/10/2022,Lokasi_4,Organik,700.58
05/09/2023,Lokasi_1,Anorganik,1369.78
05/05/2020,Lokasi_19,Anorganik,679.19
21/09/2024,Lokasi_10,Organik,808.08
17/01/2023,Lokasi_15,Anorganik,1043.86
07/10/2023,Lokasi_20,Organik,1121.09
19/11/2021,Lokasi_4,Organik,1308.18
04/07/2023,Lokasi_20,Organik,907.32
17/05/2023,Lokasi_14,Anorganik,1034.24
07/10/2020,Lokasi_5,Organik,1465.46
18/03/2021,Lokasi_15,Organik,797.36
06/02/2025,Lokasi_15,Anorganik,748.09
16/04/2022,Lokasi_16,Organik,1210.6
23/01/2021,Lokasi_16,Organik,1271.14
08/09/2021,Lokasi_4,Anorganik,914.78
26/05/2020,Lokasi_9,B3,712.98
04/06/2021,Lokasi_1,Organik,1278.92
21/09/2021,Lokasi_5,Anorganik,1170.49
31/12/2025,Lokasi_9,Anorganik,1376.23
15/10/2020,Lokasi_20,Organik,1344.33
10/11/2023,Lokasi_5,Anorganik,705.2
14/01/2020,Lokasi_4,Anorganik,1332.34
13/09/2020,Lokasi_16,Anorganik,675.17
17/09/2024,Lokasi_2,Anorganik,1363.7
24/11/2023,Lokasi_16,Organik,1270.32
15/05/2023,Lokasi_18,Anorganik,1069.86
07/05/2022,Lokasi_2,Anorganik,1142.22
10/04/2023,Lokasi_16,Anorganik,604.08
08/04/2021,Lokasi_1,Organik,539.89
26/09/2020,Lokasi_16,Organik,830.65
29/05/2023,Lokasi_3,Organik,1321.41
21/04/2023,Lokasi_15,B3,965.79
12/03/2020,Lokasi_11,Anorganik,723.39
30/07/2023,Lokasi_10,Anorganik,1334.55
22/10/2025,Lokasi_17,Organik,728.63
16/10/2024,Lokasi_4,Anorganik,1315.49
11/05/2021,Lokasi_17,Anorganik,952.98
14/09/2022,Lokasi_4,Anorganik,963.49
28/06/2022,Lokasi_19,Organik,772.72
07/01/2021,Lokasi_1,Organik,1400.17
27/12/2020,Lokasi_14,B3,588.79
10/11/2025,Lokasi_11,Organik,644.41
06/09/2023,Lokasi_7,Organik,1135.88
19/11/2020,Lokasi_17,Organik,1350.12
28/07/2021,Lokasi_4,Anorganik,595.45
05/01/2022,Lokasi_10,Anorganik,1233.75
30/04/2023,Lokasi_17,Organik,1242.51
22/08/2024,Lokasi_4,Anorganik,1081.52
22/03/2025,Lokasi_19,Anorganik,986.73
19/12/2021,Lokasi_18,Anorganik,821.09
19/02/2022,Lokasi_17,Anorganik,851.46
16/10/2022,Lokasi_6,Anorganik,1174.43
04/11/2023,Lokasi_7,Organik,565.29
27/11/2023,Lokasi_6,Anorganik,1084.93
25/10/2021,Lokasi_12,Anorganik,778.73
07/11/2024,Lokasi_9,Organik,966.61
11/01/2020,Lokasi_18,Organik,1058.98
04/11/2022,Lokasi_2,Organik,1385.66
07/08/2021,Lokasi_17,Organik,1079.07
11/12/2022,Lokasi_1,Anorganik,727.16
06/10/2023,Lokasi_9,Organik,579.46
22/12/2023,Lokasi_6,Organik,1126.99
28/01/2025,Lokasi_2,Organik,1045.05
24/11/2024,Lokasi_6,Organik,1171.8
12/01/2022,Lokasi_9,Organik,959.4
11/11/2024,Lokasi_3,Organik,1325.13
22/07/2020,Lokasi_16,Organik,1420.18
12/12/2022,Lokasi_15,Organik,540
31/08/2022,Lokasi_12,Organik,1244.09
30/10/2023,Lokasi_8,Organik,535.16
08/02/2025,Lokasi_6,Anorganik,945.1
23/07/2023,Lokasi_3,Organik,961.6
20/11/2022,Lokasi_4,B3,1196.22
04/03/2023,Lokasi_10,Anorganik,852.4
14/04/2020,Lokasi_14,Organik,1320.9
09/09/2020,Lokasi_15,Organik,842.86
21/10/2020,Lokasi_7,Organik,842.52
27/03/2023,Lokasi_7,Organik,722.76
02/07/2021,Lokasi_8,Organik,1183.87
12/11/2024,Lokasi_10,Organik,576.59
25/10/2020,Lokasi_19,Anorganik,863.06
14/10/2024,Lokasi_19,Anorganik,766.89
17/01/2025,Lokasi_2,Organik,729.34
10/04/2020,Lokasi_15,Organik,560.98
09/11/2024,Lokasi_1,Organik,690.38
23/05/2022,Lokasi_10,Anorganik,946.24
01/04/2020,Lokasi_6,Anorganik,1003.74
22/03/2021,Lokasi_13,Organik,769.5
18/04/2020,Lokasi_10,Organik,1150.24
12/11/2020,Lokasi_12,Organik,835.79
09/01/2025,Lokasi_6,Organik,867.25
27/04/2025,Lokasi_6,Anorganik,1282.62
29/12/2023,Lokasi_1,Anorganik,1051.97
17/03/2021,Lokasi_12,Organik,1453.17
30/05/2023,Lokasi_10,Anorganik,859.3
31/03/2024,Lokasi_14,Anorganik,1327.84
04/10/2020,Lokasi_15,Anorganik,1238.34
22/07/2021,Lokasi_4,Anorganik,1390.19
06/10/2022,Lokasi_1,Anorganik,1456.79
18/04/2022,Lokasi_8,Organik,507.68
26/05/2024,Lokasi_3,B3,588.3
30/01/2020,Lokasi_14,Anorganik,1174.34
26/04/2025,Lokasi_17,Organik,890.2
03/11/2025,Lokasi_2,Anorganik,1319.13
11/06/2023,Lokasi_15,Anorganik,511.98
30/12/2020,Lokasi_6,Organik,1306.98
05/12/2024,Lokasi_5,B3,635.24
27/12/2024,Lokasi_14,B3,790.25
05/02/2025,Lokasi_19,Anorganik,1469.08
23/06/2022,Lokasi_9,Anorganik,551.6
28/11/2021,Lokasi_8,B3,849.04
18/12/2025,Lokasi_3,Anorganik,584.53
29/01/2025,Lokasi_18,Organik,1353.6
16/12/2020,Lokasi_8,Anorganik,1203.02
28/06/2020,Lokasi_16,Organik,1300.34
12/02/2024,Lokasi_15,Organik,1027.28
01/04/2023,Lokasi_15,Organik,857.72
11/12/2024,Lokasi_16,Organik,502.27
12/02/2022,Lokasi_1,Anorganik,777.93
24/05/2021,Lokasi_10,Anorganik,1014.55
30/12/2020,Lokasi_19,Organik,1164.36
18/12/2020,Lokasi_5,Anorganik,728.94
11/01/2023,Lokasi_18,Anorganik,638.9
02/06/2023,Lokasi_3,Anorganik,701.61
15/02/2021,Lokasi_4,Anorganik,854.08
04/01/2022,Lokasi_4,B3,648.38
27/04/2020,Lokasi_11,Organik,656.82
26/04/2021,Lokasi_9,Organik,543.75
10/07/2020,Lokasi_1,Organik,1356.73
16/04/2020,Lokasi_16,Organik,719.76
16/01/2021,Lokasi_9,Organik,1321.9
21/02/2022,Lokasi_11,Anorganik,938.31
31/08/2020,Lokasi_6,Anorganik,1132.44
12/04/2021,Lokasi_17,Anorganik,575.7
15/05/2022,Lokasi_12,Organik,1083.58
10/04/2024,Lokasi_8,Organik,790
18/05/2023,Lokasi_16,Organik,595.21
26/08/2021,Lokasi_5,Anorganik,1408.23
18/07/2024,Lokasi_1,Organik,1103.63
01/01/2023,Lokasi_17,Organik,741.71
08/07/2025,Lokasi_8,Anorganik,919.65
16/07/2024,Lokasi_10,Anorganik,856.9
29/09/2024,Lokasi_18,Organik,1200.58
01/06/2024,Lokasi_15,Organik,1107.43
09/05/2022,Lokasi_20,Anorganik,519.78
22/02/2025,Lokasi_13,Anorganik,697.83
30/06/2023,Lokasi_10,Anorganik,978.13
13/01/2020,Lokasi_9,Organik,945.49
04/01/2023,Lokasi_13,Organik,1016.67
10/12/2022,Lokasi_3,Organik,1214.81
25/02/2022,Lokasi_3,B3,1182.01
28/05/2020,Lokasi_1,Organik,872.81
20/10/2024,Lokasi_2,Organik,1377.58
09/12/2025,Lokasi_11,Anorganik,562.93
27/07/2023,Lokasi_14,Organik,1084.51
25/03/2023,Lokasi_10,Organik,1449.69
22/03/2020,Lokasi_7,Organik,1049.08
06/05/2021,Lokasi_1,Organik,955.11
18/07/2025,Lokasi_7,Anorganik,633.92
13/07/2022,Lokasi_15,Organik,1310.19
20/07/2023,Lokasi_11,Organik,873.79
22/05/2024,Lokasi_6,Anorganik,1201.25
15/05/2024,Lokasi_7,Organik,697.55
02/05/2020,Lokasi_7,Anorganik,541.86
08/12/2021,Lokasi_1,Anorganik,805.47
17/09/2022,Lokasi_10,Organik,781.41
02/08/2025,Lokasi_15,Organik,1373.48
10/12/2021,Lokasi_8,Anorganik,1364.67
04/03/2022,Lokasi_19,B3,1033.89
12/12/2021,Lokasi_3,Anorganik,519
13/09/2024,Lokasi_15,Anorganik,728.32
13/09/2020,Lokasi_4,Anorganik,1139.01
27/04/2023,Lokasi_6,Anorganik,601.41
20/05/2022,Lokasi_10,Anorganik,1200.62
27/09/2024,Lokasi_18,Organik,511.96
19/03/2022,Lokasi_16,B3,1182.54
27/09/2020,Lokasi_18,Organik,1344.54
23/03/2024,Lokasi_6,Organik,969.22
03/07/2021,Lokasi_19,Organik,1329.08
11/02/2023,Lokasi_17,Organik,1281.53
21/07/2021,Lokasi_18,Organik,1171.42
24/12/2020,Lokasi_13,Organik,945.15
31/07/2024,Lokasi_7,B3,771.9
25/06/2024,Lokasi_20,Anorganik,1360.86
19/09/2023,Lokasi_12,Anorganik,1148.59
08/09/2024,Lokasi_2,Anorganik,1298.02
24/09/2023,Lokasi_12,Organik,1051.97
08/03/2022,Lokasi_12,Organik,671.87
08/07/2023,Lokasi_4,Organik,1479.44
05/06/2022,Lokasi_4,Anorganik,682.74
24/10/2024,Lokasi_18,Organik,1411.24
07/05/2023,Lokasi_16,Organik,708.14
13/10/2020,Lokasi_14,Organik,873.75
11/09/2024,Lokasi_17,Organik,940.08
20/11/2024,Lokasi_17,Anorganik,1421.38
12/01/2022,Lokasi_3,Anorganik,1388.2
14/02/2024,Lokasi_6,Anorganik,1323.22
02/08/2025,Lokasi_13,Anorganik,876.68
12/11/2022,Lokasi_9,Anorganik,504.49
22/10/2020,Lokasi_9,Anorganik,1181.58
15/08/2025,Lokasi_8,Organik,910.95
11/11/2021,Lokasi_17,Anorganik,1257.06
06/03/2025,Lokasi_16,Organik,1294.85
05/03/2022,Lokasi_16,Anorganik,939.72
21/07/2020,Lokasi_19,Anorganik,1248.1
20/11/2020,Lokasi_16,Anorganik,1339.94
22/11/2020,Lokasi_14,B3,1428.48
13/09/2022,Lokasi_20,Organik,1082.46
30/01/2022,Lokasi_14,Organik,1278.48
02/11/2022,Lokasi_14,Anorganik,994.56
25/06/2022,Lokasi_14,Organik,541.66
04/11/2023,Lokasi_12,Organik,655.22
30/12/2020,Lokasi_6,Anorganik,628.22
29/05/2023,Lokasi_20,Organik,671.77
21/10/2025,Lokasi_13,Anorganik,510.21
06/07/2024,Lokasi_16,Anorganik,1358.71
05/12/2022,Lokasi_9,Organik,1060.15
30/09/2020,Lokasi_2,B3,883.15
06/05/2025,Lokasi_3,Organik,909.78
27/02/2025,Lokasi_10,Anorganik,963.35
03/05/2020,Lokasi_20,Anorganik,573.88
14/09/2023,Lokasi_2,B3,774.67
18/08/2024,Lokasi_10,Anorganik,1351.63
08/10/2025,Lokasi_8,Organik,1243.68
17/03/2021,Lokasi_17,Organik,1063.41
25/05/2023,Lokasi_1,Organik,980.7
29/06/2022,Lokasi_6,Anorganik,758.97
22/10/2022,Lokasi_7,Anorganik,971.25
08/04/2024,Lokasi_15,Organik,1097.86
07/10/2024,Lokasi_18,B3,1212.64
30/09/2024,Lokasi_9,Anorganik,666.64
17/09/2021,Lokasi_8,Organik,1313.11
17/08/2024,Lokasi_10,Organik,845.81
24/09/2022,Lokasi_4,Organik,1003.26
31/03/2020,Lokasi_20,Organik,1107.9
25/07/2020,Lokasi_8,Organik,988.1
24/12/2022,Lokasi_1,Organik,1071.96
26/03/2025,Lokasi_8,Anorganik,611.52
30/05/2021,Lokasi_12,Organik,932.16
26/03/2023,Lokasi_15,Organik,780.47
27/11/2024,Lokasi_13,Organik,586.03
16/03/2025,Lokasi_16,Anorganik,691.65
28/06/2025,Lokasi_18,Organik,1102.44
29/01/2021,Lokasi_1,Anorganik,696.69
02/01/2023,Lokasi_17,Anorganik,681.06
05/07/2020,Lokasi_16,Anorganik,1052.83
16/05/2024,Lokasi_5,Organik,1404.7
10/05/2024,Lokasi_20,Organik,1288.69
30/12/2021,Lokasi_10,Organik,1405.09
27/08/2020,Lokasi_6,Organik,1082.98
20/05/2020,Lokasi_12,Organik,909.93
18/05/2020,Lokasi_10,Organik,1229.64
10/03/2020,Lokasi_17,Anorganik,761.36
19/01/2021,Lokasi_2,Anorganik,578.05
21/09/2021,Lokasi_19,Organik,844.61
23/07/2020,Lokasi_20,Anorganik,799.24
15/10/2024,Lokasi_6,B3,1175.54
21/07/2021,Lokasi_13,Anorganik,1051.36
08/09/2022,Lokasi_9,Organik,638.26
15/03/2022,Lokasi_12,Organik,1408.5
06/09/2024,Lokasi_18,Anorganik,1093.34
31/05/2022,Lokasi_8,Anorganik,957.68
28/07/2025,Lokasi_18,Anorganik,1437.19
31/08/2022,Lokasi_2,Organik,597.3
01/10/2021,Lokasi_8,Anorganik,1289.59
25/12/2023,Lokasi_10,Organik,864.67
20/11/2020,Lokasi_9,Organik,1195.39
17/03/2021,Lokasi_18,Organik,1430.73
14/03/2022,Lokasi_8,Anorganik,1017.71
13/08/2020,Lokasi_19,Anorganik,522.64
23/12/2022,Lokasi_3,Organik,528.85
24/08/2022,Lokasi_9,Anorganik,830.56
13/07/2021,Lokasi_13,Organik,1281.66
14/12/2021,Lokasi_9,Anorganik,788.26
12/05/2021,Lokasi_20,Organik,834.47
08/10/2025,Lokasi_12,Organik,1284.46
13/09/2020,Lokasi_13,Organik,616.19
30/07/2021,Lokasi_8,B3,1346.81
07/02/2020,Lokasi_15,Anorganik,765.79
03/09/2025,Lokasi_13,Organik,551.22
13/02/2021,Lokasi_13,Anorganik,617.34
05/04/2021,Lokasi_17,Anorganik,1452.55
11/12/2023,Lokasi_15,Anorganik,951.32
17/01/2021,Lokasi_19,Organik,756.44
06/01/2025,Lokasi_3,Organik,1021.27
22/07/2021,Lokasi_14,Organik,1182.35
07/12/2022,Lokasi_10,Organik,818.8
08/03/2021,Lokasi_17,Organik,1225.27
25/02/2020,Lokasi_8,Organik,752.25
17/10/2025,Lokasi_18,Anorganik,612.34
17/10/2024,Lokasi_12,Anorganik,1049.71
09/08/2025,Lokasi_17,Anorganik,651.12
20/06/2022,Lokasi_11,Anorganik,1440.48
12/06/2024,Lokasi_9,Anorganik,500.45
13/09/2020,Lokasi_15,Anorganik,1255.7
02/11/2021,Lokasi_9,B3,779.47
04/05/2021,Lokasi_12,Organik,1346.09
27/09/2025,Lokasi_11,Organik,560.15
09/08/2024,Lokasi_17,B3,1453
11/11/2020,Lokasi_6,Organik,601.39
09/03/2021,Lokasi_8,Anorganik,1287.88
22/10/2022,Lokasi_10,Organik,1017.34
29/05/2025,Lokasi_15,Anorganik,930.39
02/06/2025,Lokasi_4,Anorganik,780.16
21/10/2023,Lokasi_18,Anorganik,1341.37
23/02/2021,Lokasi_11,Anorganik,699.75
15/05/2024,Lokasi_9,Organik,1221.24
03/05/2024,Lokasi_9,Organik,945.79
23/04/2022,Lokasi_8,Anorganik,1498.5
07/01/2024,Lokasi_3,Anorganik,1111.4
09/03/2021,Lokasi_18,Anorganik,604.19
27/04/2024,Lokasi_14,Organik,919.52
05/10/2025,Lokasi_3,Anorganik,566.3
21/08/2022,Lokasi_17,B3,785.66
03/09/2022,Lokasi_4,Anorganik,843.32
15/02/2020,Lokasi_18,B3,1353.18
08/04/2023,Lokasi_15,Anorganik,1337.99
20/02/2021,Lokasi_19,Organik,511.56
27/04/2022,Lokasi_6,Anorganik,1032.28
26/12/2025,Lokasi_15,Organik,723.54
03/09/2020,Lokasi_7,Anorganik,820.09
17/08/2020,Lokasi_12,Organik,521.65
02/03/2022,Lokasi_16,Anorganik,1249.75
28/09/2021,Lokasi_9,Organik,1450.59
07/01/2022,Lokasi_20,Anorganik,719.27
24/12/2022,Lokasi_5,Anorganik,841.77
28/03/2020,Lokasi_11,Anorganik,706.43
13/12/2021,Lokasi_2,B3,1430.05
15/10/2024,Lokasi_16,Anorganik,509.36
12/05/2023,Lokasi_4,Anorganik,1083.86
20/04/2025,Lokasi_5,Anorganik,1370.76
06/11/2023,Lokasi_7,Organik,686.31
23/08/2021,Lokasi_6,Anorganik,1090
08/02/2024,Lokasi_10,Organik,550.65
01/08/2020,Lokasi_14,Organik,1314.59
22/10/2025,Lokasi_8,Organik,774.43
09/10/2025,Lokasi_14,Anorganik,1488.75
28/11/2021,Lokasi_14,Organik,1422.01
27/05/2023,Lokasi_20,Anorganik,1232.52
21/08/2025,Lokasi_3,Anorganik,996.84
10/09/2025,Lokasi_1,Anorganik,1266.59
29/03/2023,Lokasi_9,Organik,630.61
27/09/2022,Lokasi_9,Anorganik,810.2
24/08/2020,Lokasi_2,Anorganik,526.9
19/04/2023,Lokasi_16,Organik,1145.02
21/01/2024,Lokasi_8,Anorganik,1305.54
08/01/2023,Lokasi_6,Organik,1446.29
08/10/2021,Lokasi_13,Organik,1186.51
17/04/2021,Lokasi_1,Anorganik,1232.09
21/04/2020,Lokasi_19,Anorganik,1395.46
19/01/2025,Lokasi_15,Anorganik,1436.38
12/07/2024,Lokasi_1,Organik,991.3
17/01/2021,Lokasi_10,B3,609.79
17/01/2020,Lokasi_1,Anorganik,966.42
07/05/2021,Lokasi_12,Organik,1056.07
11/03/2025,Lokasi_11,Organik,1131.54
18/02/2024,Lokasi_17,Organik,1489.28
26/04/2020,Lokasi_4,Organik,1417.56
27/04/2024,Lokasi_7,Anorganik,896.36
29/05/2022,Lokasi_12,Anorganik,613.45
02/12/2025,Lokasi_13,Organik,714.79
23/12/2024,Lokasi_5,Organik,673.8
21/04/2024,Lokasi_6,Anorganik,856.01
06/07/2024,Lokasi_2,Anorganik,1376.49
05/10/2021,Lokasi_7,Anorganik,937.97
21/09/2023,Lokasi_14,Organik,1067.28
01/12/2020,Lokasi_14,Organik,679.17
26/05/2020,Lokasi_10,Organik,992.85
01/05/2020,Lokasi_4,Anorganik,1373.63
21/03/2020,Lokasi_3,Anorganik,1273.46
11/10/2025,Lokasi_14,Anorganik,581.19
18/05/2021,Lokasi_6,Organik,1362.07
29/10/2021,Lokasi_15,Anorganik,773.83
15/12/2023,Lokasi_8,Anorganik,1165.72
07/09/2023,Lokasi_5,Anorganik,646.38
04/04/2023,Lokasi_3,Organik,1174.64
08/06/2024,Lokasi_3,Anorganik,535.7
03/06/2025,Lokasi_13,Organik,1100.64
30/07/2024,Lokasi_2,Organik,1145.94
03/04/2021,Lokasi_1,Anorganik,744.5
27/04/2023,Lokasi_12,Anorganik,1436.98
08/04/2021,Lokasi_8,Organik,545.97
30/06/2022,Lokasi_19,Organik,1391.71
22/10/2022,Lokasi_9,Organik,881.9
12/03/2020,Lokasi_14,Anorganik,1213.91
21/12/2023,Lokasi_18,B3,1151.55
08/04/2023,Lokasi_10,Anorganik,668.25
22/01/2025,Lokasi_9,B3,819
15/07/2025,Lokasi_6,B3,1029.67
08/10/2022,Lokasi_1,Organik,1346.51
14/10/2021,Lokasi_5,Organik,1454.86
22/07/2023,Lokasi_10,Organik,520.59
07/01/2020,Lokasi_13,Anorganik,852.56
23/06/2022,Lokasi_4,Organik,1168.14
21/07/2025,Lokasi_1,B3,1027.73
07/09/2021,Lokasi_2,Anorganik,1443.02
16/02/2025,Lokasi_4,B3,516.97
08/02/2022,Lokasi_17,Organik,937.74
15/04/2024,Lokasi_10,Organik,1168.8
25/01/2024,Lokasi_12,Anorganik,717.58
11/12/2023,Lokasi_2,Anorganik,1225.87
04/02/2022,Lokasi_3,B3,581.23
18/01/2021,Lokasi_14,Anorganik,951.04
18/11/2021,Lokasi_15,Organik,1176.23
23/02/2023,Lokasi_13,Organik,766.76
16/02/2020,Lokasi_9,Anorganik,573.85
26/05/2025,Lokasi_2,Organik,1457.02
08/04/2021,Lokasi_19,Anorganik,1413.82
15/02/2025,Lokasi_16,Organik,1426.37
02/05/2020,Lokasi_11,Anorganik,1478.5
21/12/2025,Lokasi_12,Organik,684.7
30/06/2024,Lokasi_1,Organik,657.78
